"Airports";"Periods";"Aircraft movements/Cross-country flights (number)";"Aircraft movements/Local flights (number)";"Commercial air traffic/Flights/Arrivals/Total arrivals flights (number)";"Commercial air traffic/Flights/Arrivals/Scheduled (number)";"Commercial air traffic/Flights/Arrivals/Non-scheduled (number)";"Commercial air traffic/Flights/Departures/Total departures flights (number)";"Commercial air traffic/Flights/Departures/Scheduled (number)";"Commercial air traffic/Flights/Departures/Non-scheduled (number)";"Commercial air traffic/Passengers/Passenger arrivals/Total arrivals passengers (number)";"Commercial air traffic/Passengers/Passenger arrivals/Scheduled (number)";"Commercial air traffic/Passengers/Passenger arrivals/Non-scheduled (number)";"Commercial air traffic/Passengers/Passenger departures/Total departures passengers (number)";"Commercial air traffic/Passengers/Passenger departures/Scheduled (number)";"Commercial air traffic/Passengers/Passenger departures/Non-scheduled (number)";"Commercial air traffic/Passengers/Country of origin/destination/Total country of origin/destination (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/Europe total (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/EU countries (number)";"Commercial air traffic/Passengers/Country of origin/destination/Europe/Other Europe (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Total intercontinental passengers (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/North Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/West Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/Central Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/East Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Africa/South Africa (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/North America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/Central America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/America/South America (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/West Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/South-East Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Asia/North-East Asia (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Oceania (number)";"Commercial air traffic/Passengers/Country of origin/destination/Intercontinental/Other/unknown (number)";"Commercial air traffic/Passengers/Country of origin/destination/Unknown (number)"
"Eindhoven Airport";"2021 March*";"     274";"       0";"     114";"      98";"      16";"     112";"      98";"      14";"    7397";"    7397";"       0";"    8603";"    8603";"       0";"   16000";"   16000";"   13688";"    2312";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 April*";"     436";"       0";"     190";"     167";"      23";"     183";"     167";"      16";"   12367";"   12367";"       0";"   15438";"   15438";"       0";"   27805";"   27805";"   23870";"    3935";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 May*";"     673";"       0";"     280";"     250";"      30";"     282";"     250";"      32";"   24310";"   24310";"       0";"   27488";"   27488";"       0";"   51798";"   51798";"   45658";"    6140";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 June*";"    1570";"       0";"     722";"     669";"      53";"     706";"     672";"      34";"   65258";"   65138";"     120";"   82350";"   82116";"     234";"  147608";"  142960";"  135698";"    7262";"    4648";"    4648";"    4648";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 July*";"    2931";"       0";"    1396";"    1314";"      82";"    1383";"    1320";"      63";"  149673";"  149405";"     268";"  195135";"  194841";"     294";"  344808";"  328995";"  300153";"   28842";"   15813";"   15813";"   15813";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 August*";"    3393";"       0";"    1616";"    1559";"      57";"    1629";"    1557";"      72";"  252858";"  252468";"     390";"  228718";"  228488";"     230";"  481576";"  460773";"  423054";"   37719";"   20803";"   20803";"   20803";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 September*";"    3229";"       0";"    1555";"    1493";"      62";"    1557";"    1493";"      64";"  233057";"  232629";"     428";"  220470";"  219924";"     546";"  453527";"  440601";"  414376";"   26225";"   12926";"   12926";"   12926";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 October*";"    3252";"       0";"    1550";"    1477";"      73";"    1547";"    1482";"      65";"  242080";"  241682";"     398";"  237886";"  237712";"     174";"  479966";"  470038";"  438627";"   31411";"    9928";"    9928";"    9928";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 November*";"    2489";"       0";"    1192";"    1143";"      49";"    1198";"    1158";"      40";"  177372";"  176923";"     449";"  164268";"  163874";"     394";"  341640";"  341299";"  306538";"   34761";"     341";"     341";"     341";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2021 December*";"    2665";"       0";"    1291";"    1243";"      48";"    1280";"    1249";"      31";"  133388";"  133238";"     150";"  172866";"  172459";"     407";"  306254";"  305997";"  273536";"   32461";"     257";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     257";"     257";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 January*";"    2220";"       0";"    1062";"    1025";"      37";"    1071";"    1035";"      36";"  149639";"  149639";"       0";"  125427";"  125427";"       0";"  275066";"  275066";"  246530";"   28536";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 February*";"    2238";"       0";"    1081";"    1029";"      52";"    1070";"    1035";"      35";"  148530";"  148242";"     288";"  160753";"  160635";"     118";"  309283";"  305034";"  272357";"   32677";"    4249";"    4018";"    4018";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     231";"     231";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 March*";"    2806";"       0";"    1346";"    1295";"      51";"    1354";"    1300";"      54";"  203066";"  202800";"     266";"  198709";"  198452";"     257";"  401775";"  393052";"  348500";"   44552";"    8723";"    8723";"    8723";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 April*";"    3504";"       0";"    1702";"    1632";"      70";"    1688";"    1649";"      39";"  259702";"  259337";"     365";"  286279";"  285905";"     374";"  545981";"  536134";"  473894";"   62240";"    9847";"    9847";"    9847";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 May*";"    3901";"       0";"    1884";"    1815";"      69";"    1884";"    1830";"      54";"  308586";"  308448";"     138";"  310095";"  309963";"     132";"  618681";"  603677";"  535103";"   68574";"   15004";"   15004";"   15004";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"Eindhoven Airport";"2022 June*";"    3858";"       0";"    1858";"    1806";"      52";"    1866";"    1816";"      50";"  307267";"  307154";"     113";"  323976";"  323860";"     116";"  631243";"  614908";"  546371";"   68537";"   16335";"   16335";"   16335";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
